date,player_id,SHAP_overall_rating,SHAP_potential,SHAP_stamina,SHAP_strength,SHAP_sprint_speed,SHAP_agility,SHAP_reactions,SHAP_rating_rolling,SHAP_days_since_last_match,SHAP_stamina_norm,SHAP_sprint_norm,SHAP_sharpness_decay,SHAP_recovery_factor
2016-04-07,12386,0.0,0.0,-0.01501960748129155,0.0,0.01144995005466384,0.0,0.0,0.0,-0.00144939861952928,0.0,0.0,0.0011662883067912744,-0.06651385104291618
2016-03-10,25421,0.0,0.0,0.07887665570368114,0.0,-0.01085717962051128,0.0,0.0,0.0,-0.0011267632489189994,0.0,0.0,0.0024032513358292914,-0.13116692431626892
2016-04-28,13449,0.0,0.0,-0.0901318288555938,0.0,-0.0006945443851254346,0.0,0.0,0.0,-0.001706449140935804,0.0,0.0,0.001136451945442733,0.09401793396022008
2015-04-24,32304,0.0,0.0,-0.0795539806006638,0.0,-0.0003707409328478073,0.0,0.0,0.0,-0.001404615772160515,0.0,0.0,-0.0036509443371308585,-0.16398617903219817
2015-12-03,31915,0.0,0.0,-0.012205729175828565,0.0,0.017478796441788538,0.0,0.0,0.0,-0.0017770743606192636,0.0,0.0,0.0022317892911812576,-0.15221537361216567
2015-09-21,38341,0.0,0.0,0.15426428452129873,0.0,-0.02660378939597394,0.0,0.0,0.0,0.0017692892708394375,0.0,0.0,0.0012428796438244127,0.18856713340316286
2015-04-24,40001,0.0,0.0,0.020336597304498022,0.0,0.001352809932794713,0.0,0.0,0.0,-0.0014312467625088028,0.0,0.0,-0.007307099090365465,-0.17228267888877677
2015-03-20,41199,0.0,0.0,-0.09165649346266638,0.0,0.012422619566834558,0.0,0.0,0.0,0.0,0.0,0.0,0.001142503282452051,-0.00512073457141372
2016-01-07,26148,0.0,0.0,-0.007565155643962774,0.0,-0.020748251034160885,0.0,0.0,0.0,0.0066521350776968784,0.0,0.0,0.0011159030669436326,0.14188782114898263
2015-10-09,74077,0.0,0.0,-0.03356088746572989,0.0,0.006052383021780573,0.0,0.0,0.0,-0.0012072444667188265,0.0,0.0,-0.0017303617064743306,-0.146816401977319
2016-03-24,79264,0.0,0.0,-0.01864206285810644,0.0,0.00893734106160364,0.0,0.0,0.0,0.0009674551072844841,0.0,0.0,0.0011009811854924363,-0.005741557548422961
2016-03-31,40961,4.406447017107906e-05,0.0,0.14152822718190985,0.0,0.019862477211738536,0.0,0.0,0.0,0.0012973919742584712,0.0,0.0,0.0012074427834714613,0.2154384789816667
2015-07-03,41536,0.0,0.0,0.16780252584109825,0.0,-0.07011837385881622,0.0,0.0,0.0,0.0012822607555152401,0.0,0.0,0.001200900576890318,0.1793123117613679
2016-04-28,70513,0.0,0.0,0.17678372539688672,0.0,-0.007321027103384896,0.0,0.0,0.0,0.001648370837840167,0.0,0.0,0.0012376026598442391,0.1953974451748229
2016-02-19,36784,0.0,0.0,0.007068623770012902,0.0,-0.000904417924257106,0.0,0.0,0.0,-0.0016815433578330097,0.0,0.0,0.0011512710381516274,0.16322799431105897
2016-05-05,45461,0.0,0.0,-0.020962843295041923,0.0,0.004299498330202868,0.0,0.0,0.0,0.01202265892991296,0.0,0.0,0.0011044877739305459,0.15264112350604211
2015-03-13,114076,0.0,0.0,-0.07425505803324516,0.0,0.02357709873550286,0.0,0.0,0.0,-0.0016323530778997915,0.0,0.0,0.00111444641587094,-0.06895553237115576
2015-10-30,26886,0.0,0.0,-0.010060937329722488,0.0,0.0,0.0,0.0,0.0,-0.0005800213332452508,0.0,0.0,0.0017888761380556212,-0.10981501113949563
2015-10-30,37422,0.0,0.0,-0.10351969540444061,0.0,0.0039341087781397666,0.0,0.0,0.0,-0.0015200621486080297,0.0,0.0,-0.002403367657943416,-0.15940644358745146
2015-10-16,114268,0.0,0.0,-0.005854161835704695,0.0,-0.009562042036269616,0.0,0.0,0.0,-0.0012122718647271102,0.0,0.0,-0.00716508884269283,-0.1586838626945945
2016-04-21,114333,0.0,0.0,-0.06827067534644363,0.0,0.006902940690015205,0.0,0.0,0.0,0.00044090685046728473,0.0,0.0,0.001103227545579693,-0.005171120109195994
2015-09-21,36373,0.0,0.0,0.1971118640864459,0.0,-0.030485794783388045,0.0,0.0,0.0,0.0012180984081258117,0.0,0.0,0.0012369402036923125,0.19417564681129548
2015-09-21,46030,0.0,0.0,-0.055686986388304514,0.0,-0.001967095969391029,0.0,0.0,0.0,-0.0014401133025676444,0.0,0.0,0.001127492928934437,-0.07603006481937813
2015-04-10,33048,0.0,0.0,-0.0998393210821208,0.0,0.0030822795966236726,0.0,0.0,0.0,-0.002004962491059658,0.0,0.0,0.0010829380387380695,0.09604327830177706
2016-04-21,26613,0.0,0.0,0.03980799929048539,0.0,0.008965172345881511,0.0,0.0,0.0,0.0015726175941008448,0.0,0.0,0.0013029484417794168,0.2098019128707273
